,Timestamp,Symbol,Open,High,Low,Close,Volume,Date
0,2020-01-01 00:00:00,BTC,54974.89,59014.34,54411.93,56805.57,30301,2020-01-01
1,2020-01-01 06:00:00,BTC,56460.97,57934.41,56460.97,57918.67,28256,2020-01-01
2,2020-01-01 12:00:00,BTC,57860.7,59260.9,57822.68,57822.73,61403,2020-01-01
3,2020-01-01 18:00:00,BTC,56258.83,57457.46,56258.83,57457.19,687172,2020-01-01
4,2020-01-02 00:00:00,BTC,57765.43,57765.43,55965.27,56457.67,217996,2020-01-02
5,2020-01-02 06:00:00,BTC,56123.85,58047.87,54936.3,56581.04,423530,2020-01-02
6,2020-01-02 12:00:00,BTC,56401.24,59755.2,55219.04,57200.71,160981,2020-01-02
7,2020-01-02 18:00:00,BTC,57138.2,57138.2,56205.8,56363.08,779373,2020-01-02
8,2020-01-03 00:00:00,BTC,56825.39,56825.39,55099.69,56143.16,463581,2020-01-03
9,2020-01-03 06:00:00,BTC,57032.56,57032.56,55070.89,55501.81,183772,2020-01-03
10,2020-01-03 12:00:00,BTC,55993.57,55993.57,55608.8,55704.56,163115,2020-01-03
11,2020-01-03 18:00:00,BTC,54410.86,54410.86,53950.62,53953.38,92870,2020-01-03
12,2020-01-04 00:00:00,BTC,54857.51,55218.39,53980.12,54899.6,4488612,2020-01-04
13,2020-01-04 06:00:00,BTC,54840.08,54840.08,53832.28,54214.2,1553279,2020-01-04
14,2020-01-04 12:00:00,BTC,53129.36,58318.63,53129.36,56996.15,176665,2020-01-04
15,2020-01-04 18:00:00,BTC,55216.46,60008.47,55216.46,58952.67,34244,2020-01-04
16,2020-01-05 00:00:00,BTC,59077.3,60149.87,58195.43,59281.18,160683,2020-01-05
17,2020-01-05 06:00:00,BTC,60767.31,60767.31,58275.7,58656.18,171697,2020-01-05
18,2020-01-05 12:00:00,BTC,58312.4,59329.76,58312.4,59086.2,715018,2020-01-05
19,2020-01-05 18:00:00,BTC,59931.17,60666.36,59578.67,60082.74,199946,2020-01-05
20,2020-01-06 00:00:00,BTC,61438.42,61438.42,58155.49,59964.12,852559,2020-01-06
21,2020-01-06 06:00:00,BTC,60218.07,62846.2,60002.12,60364.94,184085,2020-01-06
22,2020-01-06 12:00:00,BTC,60711.34,62196.2,60711.34,62054.54,1086470,2020-01-06
23,2020-01-06 18:00:00,BTC,62551.32,63570.62,60976.37,61617.13,69068,2020-01-06
24,2020-01-07 00:00:00,BTC,62743.65,62743.65,60534.33,60536.82,678628,2020-01-07
25,2020-01-07 06:00:00,BTC,61009.03,61052.94,59727.55,60844.62,15041,2020-01-07
26,2020-01-07 12:00:00,BTC,60382.92,60957.34,60382.92,60690.85,28144,2020-01-07
27,2020-01-07 18:00:00,BTC,62234.47,62234.47,58297.75,59807.91,395882,2020-01-07
28,2020-01-08 00:00:00,BTC,59314.94,59658.28,59314.94,59591.08,1628977,2020-01-08
29,2020-01-08 06:00:00,BTC,59930.58,61799.04,59837.73,60602.79,111673,2020-01-08
30,2020-01-08 12:00:00,BTC,60619.92,60619.92,59699.59,60237.34,345790,2020-01-08
31,2020-01-08 18:00:00,BTC,59800.13,59986.05,58894.61,59348.9,9835,2020-01-08
32,2020-01-09 00:00:00,BTC,59230.15,59230.15,58310.64,58611.98,159995,2020-01-09
33,2020-01-09 06:00:00,BTC,59619.74,59619.74,56916.61,58617.1,450645,2020-01-09
34,2020-01-09 12:00:00,BTC,58813.66,59189.08,58813.66,59090.12,306468,2020-01-09
35,2020-01-09 18:00:00,BTC,59462.33,59462.33,58929.42,59026.66,335418,2020-01-09
36,2020-01-10 00:00:00,BTC,59342.95,60394.18,59342.95,59431.27,132193,2020-01-10
37,2020-01-10 06:00:00,BTC,59152.34,60584.13,58680.41,58909.54,1491036,2020-01-10
38,2020-01-10 12:00:00,BTC,58230.27,58792.44,57093.51,58712.85,19414,2020-01-10
39,2020-01-10 18:00:00,BTC,59717.05,59717.05,58150.63,58617.67,2196079,2020-01-10
40,2020-01-11 00:00:00,BTC,58607.2,59785.09,58128.19,58547.85,466958,2020-01-11
41,2020-01-11 06:00:00,BTC,58781.14,58781.14,58081.33,58121.07,1209215,2020-01-11
42,2020-01-11 12:00:00,BTC,58984.83,59316.26,56267.16,57499.62,309747,2020-01-11
43,2020-01-11 18:00:00,BTC,58760.9,60063.52,58267.29,59678.54,286504,2020-01-11
44,2020-01-12 00:00:00,BTC,61447.52,61447.52,58472.26,59310.93,937218,2020-01-12
45,2020-01-12 06:00:00,BTC,59393.17,59458.19,58457.91,59121.57,661253,2020-01-12
46,2020-01-12 12:00:00,BTC,59332.66,60373.59,58344.75,59602.59,17877,2020-01-12
47,2020-01-12 18:00:00,BTC,60389.93,60389.93,57612.77,59103.03,20305,2020-01-12
48,2020-01-13 00:00:00,BTC,59669.47,59669.47,58358.72,58537.8,4254952,2020-01-13
49,2020-01-13 06:00:00,BTC,58959.11,59782.35,58959.11,59243.65,501204,2020-01-13
50,2020-01-13 12:00:00,BTC,59479.45,59479.45,58736.11,59214.71,75635,2020-01-13
51,2020-01-13 18:00:00,BTC,60832.33,60832.33,59455.33,59500.1,10989,2020-01-13
52,2020-01-14 00:00:00,BTC,60100.63,60100.63,58652.68,59247.36,44916,2020-01-14
53,2020-01-14 06:00:00,BTC,59666.86,59666.86,59073.59,59144.86,233926,2020-01-14
54,2020-01-14 12:00:00,BTC,59989.31,62202.76,57794.58,59865.97,214923,2020-01-14
55,2020-01-14 18:00:00,BTC,59106.61,59954.16,59106.61,59729.26,514770,2020-01-14
56,2020-01-15 00:00:00,BTC,59891.25,61575.23,59681.42,60103.18,65932,2020-01-15
57,2020-01-15 06:00:00,BTC,60582.53,60730.74,59294.52,60082.11,33607,2020-01-15
58,2020-01-15 12:00:00,BTC,60259.6,61027.7,60171.66,60356.36,3823,2020-01-15
59,2020-01-15 18:00:00,BTC,59890.74,62295.06,59890.74,61464.05,672842,2020-01-15
60,2020-01-16 00:00:00,BTC,61745.59,61745.59,60371.0,61208.74,563181,2020-01-16
61,2020-01-16 06:00:00,BTC,61765.62,61765.62,61413.4,61493.7,24721,2020-01-16
62,2020-01-16 12:00:00,BTC,60390.46,60390.46,58312.7,59309.76,187414,2020-01-16
63,2020-01-16 18:00:00,BTC,59301.27,61145.52,57642.21,59421.36,31483,2020-01-16
64,2020-01-17 00:00:00,BTC,60270.79,62543.88,60270.79,62081.14,176162,2020-01-17
65,2020-01-17 06:00:00,BTC,62300.35,62300.35,62030.74,62140.42,1757,2020-01-17
66,2020-01-17 12:00:00,BTC,61604.59,62241.1,61278.9,62058.88,220351,2020-01-17
67,2020-01-17 18:00:00,BTC,62914.16,62914.16,62308.13,62469.52,30728,2020-01-17
68,2020-01-18 00:00:00,BTC,63449.79,64419.11,63264.8,63314.21,74030,2020-01-18
69,2020-01-18 06:00:00,BTC,63895.52,64996.86,63895.52,64675.65,297750,2020-01-18
70,2020-01-18 12:00:00,BTC,63379.73,65124.8,63379.73,64902.26,117786,2020-01-18
71,2020-01-18 18:00:00,BTC,63760.38,68373.94,63760.38,65724.33,310450,2020-01-18
72,2020-01-19 00:00:00,BTC,65420.97,65815.2,65420.97,65798.44,56002,2020-01-19
73,2020-01-19 06:00:00,BTC,63806.39,66311.71,63806.39,65551.18,1174997,2020-01-19
74,2020-01-19 12:00:00,BTC,65202.35,65657.94,63966.6,64959.56,240279,2020-01-19
75,2020-01-19 18:00:00,BTC,65041.28,66473.65,64243.94,65178.25,109687,2020-01-19
76,2020-01-20 00:00:00,BTC,65045.19,65613.03,64618.75,64666.82,253614,2020-01-20
77,2020-01-20 06:00:00,BTC,63666.49,63959.16,63666.49,63902.73,3435121,2020-01-20
78,2020-01-20 12:00:00,BTC,63699.31,64948.93,62180.29,64226.2,15026,2020-01-20
79,2020-01-20 18:00:00,BTC,64406.77,65035.42,64406.77,65010.32,328761,2020-01-20
80,2020-01-21 00:00:00,BTC,65000.25,66219.48,62645.02,64371.24,725041,2020-01-21
81,2020-01-21 06:00:00,BTC,63014.58,64834.22,63014.58,64750.66,253716,2020-01-21
82,2020-01-21 12:00:00,BTC,64092.64,66367.45,64092.64,65293.36,569278,2020-01-21
83,2020-01-21 18:00:00,BTC,65344.61,65774.49,65344.61,65533.78,56474,2020-01-21
84,2020-01-22 00:00:00,BTC,63301.49,68929.95,62528.48,65716.76,793472,2020-01-22
85,2020-01-22 06:00:00,BTC,66063.16,66063.16,64824.21,65379.89,106259,2020-01-22
86,2020-01-22 12:00:00,BTC,65106.76,65447.94,64735.06,65174.66,163396,2020-01-22
87,2020-01-22 18:00:00,BTC,64824.73,64824.73,63890.45,64210.7,2463489,2020-01-22
88,2020-01-23 00:00:00,BTC,62338.82,66053.33,62338.82,64695.43,344179,2020-01-23
89,2020-01-23 06:00:00,BTC,64861.56,65521.0,63486.25,64852.1,982688,2020-01-23
90,2020-01-23 12:00:00,BTC,63267.63,63703.0,63233.1,63330.29,71145,2020-01-23
91,2020-01-23 18:00:00,BTC,62778.29,65841.69,62778.29,65427.6,258832,2020-01-23
92,2020-01-24 00:00:00,BTC,66048.5,66649.84,64245.69,65272.06,279527,2020-01-24
93,2020-01-24 06:00:00,BTC,63618.35,64802.94,63618.35,64802.34,44446,2020-01-24
94,2020-01-24 12:00:00,BTC,65363.13,65363.13,63846.68,64096.44,224437,2020-01-24
95,2020-01-24 18:00:00,BTC,65706.85,65706.85,64746.95,64816.39,53803,2020-01-24
